Unnamed: 0.1,Unnamed: 0,text,labels,txt_len
483,8774,No apoB was detectable in the plasma of HBL individuals with an ELISA assay .,O O O O O O O O B O O O O O O,13
635,12135,"Thirty - two unrelated patients with features of Saethre - Chotzen syndrome , a common autosomal dominant condition of craniosynostosis and limb anomalies , were screened for mutations in TWIST , FGFR2 , and FGFR3 .",O O O O O O O O B I I I O O O B I I O B O B I O O O O O O O O O O O O O,39
7126,1302,"Recently , a gene responsible for this disease , designated XLRS1 , was identified , and several deleterious gene mutations were reported .",O O O O O O O O O O O O O O O O O O O O O O O,32
8861,11083,We describe the proportion of hereditary breast cancer explained by BRCA1 or BRCA2 in a sample of North American hereditary breast cancers and assess the evidence for additional susceptibility genes that may confer hereditary breast or ovarian cancer risk .,O O O O O B I I O O O O O O O O O O O B I I O O O O O O O O O O O B I I I I O O,13
2044,1104,The transcripts encode putative proteins that are homologous to the MAGE proteins and NDN .,O O O O O O O O O O O O O O O,32
5174,10430,Our findings provide a basis for further characterisation of the role of the kinase in protein assembly processes or signal mediation at synaptic sites and ultimately for the understanding of the complex pathophysiology of DM . .,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B O O,13
7484,11200,Absence of disease phenotype and intergenerational stability of the CAG repeat in transgenic mice expressing the human Huntington disease transcript .,O O O O O O O O O O O O O O O O O B I O O,13
9658,11134,"In yeast , mutations in several genes , including RTH and MSH3 , cause microsatellite instability .",O O O O O O O O O O O O O O O O O,13
8816,3743,"By analogy with the human X - chromosome , we conclude that the region in the mouse around the G6pd and St14 - 1 loci may contain two genes corresponding to distinct human myopathies Emery Dreifuss muscular dystrophy which is known to be closely linked to St14 - 1 in man and the DMD homologue described here . .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B B I I I O O O O O O O O O O O O O O O B O O O O O,32
285,12588,"Strikingly , all four mutations are located within the PAX6 paired domain and affect amino acids which are highly conserved in all known paired domain proteins .",O O O O O O O O O O O O O O O O O O O O O O O O O O O,39
4977,4187,"We characterized two novel mutations of the galactose - 1 - phosphate uridyltransferase ( GALT ) gene in two Japanese patients with GALT deficiency and identified N314D and R333W mutations , previously found in Caucasians .",O O O O O O O O O O O O O O O O O O O O O O B I O O O O O O O O O O O O,32
6297,9728,"The mutation , an arginine - to - cysteine exchange at residue 24 , was part of the CDK4 peptide recognized by CTLs and prevented binding of the CDK4 inhibitor p16INK4a , but not of p21 or of p27KIP1 .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,13
8835,5422,86 and 0 .,O O O O,13
6266,9157,"We report on 4 sibs ( 2F , 2M ) with Prader - Willi syndrome ( PWS ) .",O O O O O O O O O O O B I I I O B O O,13
6093,5113,"In the remaining two - thirds of the tumors only one mutation was found , consistent with the loss - of - heterozygosity theory of tumorigenesis .",O O O O O O O O B O O O O O O O O O O O O O O O O O O,32
2474,8265,Gardner syndrome in a boy with interstitial deletion of the long arm of chromosome 5 .,B I O O O O O O O O O O O O O O,13
2980,10623,""" We conclude that vWF mutation may be an under recognized cause of hemophilia , especially in cases where the inheritance pattern is not consistent with X - linked transmission .",O O O O O O O O O O O O O B O O O O O O O O O O O O O O O O O,13
6528,9689,There are Alu repetitive elements near the breakpoints of the 8 .,O O O O O O O O O O O O,13
712,9189,These results not only provide a regionalized map position for a major human disease locus but also can serve as a reference point for linkage analysis with other DNA markers on human chromosome 12,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,13
862,2727,"Type I C2 deficiency was described in a family in which the C2 null allele ( C2Q0 ) is associated with the major histocompatibility haplotype / complotype HLA - A25 , B18 , C2Q0 , BfS , C4A4 , C4B2 , Drw2 ; this extended haplotype occurs in over 90 % of C2 - deficient individuals ( common complotype / haplotype ) .",B I I I O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B I I O O O O O O O O,32
7705,7520,"For a person of either sex with HL - A W27 , there appears to be about a 20 per cent chance that ankylosing spondylitis will develop , suggesting a prevalence of 10 to 15 per thousand .",O O O O O O O O O O O O O O O O O O O O O O O B I O O O O O O O O O O O O O,13
407,2904,"006 g / ml lipoprotein fraction , in both the postprandial and postabsorptive state , are bimodally distributed .",O O O O O O O O O O O O O O O O O O O,32
6221,8011,Hypomyelination can thus be genetically separated from the PLP - dependent oligodendrocyte degeneration .,B O O O O O O O O O O B I O,13
4201,6576,Van der Woude syndrome ( VWS ) is an autosomal dominant craniofacial disorder with high penetrance and variable expression .,B I I I O B O O O B I I I O O O O O O O,13
5709,9055,"Synthetic oligonucleotides , designed to discriminate between APOE alleles epsilon 3 and epsilon 4 , enabled us to distinguish heterozygous carriers in a hybridization assay .",O O O O O O O O O O O O O O O O O O O O O O O O O O,13
2322,10318,We have mapped the entire human SGLT1 Na + / glucose cotransporter gene from cosmid and lambda phage clones representing a genomic region of 112 kilobases .,O O O O O O O O O O O O O O O O O O O O O O O O O O O,13
3790,3844,"The proband , who has had nine episodes of disseminated gonococcal infection , has a hemolytic C5 level of approximately 0 .",O O O O O O O O O O B I O O O O O O O O O O,32
