Unnamed: 0.1,Unnamed: 0,text,labels,txt_len
482,3423,"We report here that the VHL gene is linked to the locus encoding the human homologoue of the RAF1 oncogene , which maps to chromosome 3p25 ( ref . 4 ) .",O O O O O B O O O O O O O O O O O O O O O O O O O O O O O O O O,32
515,7997,A C - - greater than G transversion has been found in exon 3 of the PLP gene of affected males and their mother in a single sibship with Pelizaeus - merzbacher disease ( PMD ) .,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B I I I O B O O,13
1750,7515,"Ankylosing spondylitis is diagnosed once or twice in each 1000 males and one tenth as frequently in females , but the true prevalence is unknown .",B I O O O O O O O O O O O O O O O O O O O O O O O O,13
2043,1587,The penetrance of clinically obvious abnormalities varies with genetic background .,O O O O O O O O O O O,32
6619,11900,AGU is inherited as an autosomal recessive trait and occurs with a high frequency in Finland because of a founder effect .,B O O O O O O O O O O O O O O O O O O O O O,39
4086,3652,Tight linkage between myotonic dystrophy and apolipoprotein E genes revealed with allele - specific oligonucleotides .,O O O B I O O O O O O O O O O O,32
2171,2618,"The C739 - to - T allele , together with a "" true "" Tay - Sachs disease allele , causes Hex A pseudodeficiency .",O O O O O O O O O O O O O O B I I I O O O O O O O,32
7248,3795,"After DDAVP , plasma vWF Ag became normal , but RiCof remained low and the BT was very prolonged .",O O O O O O O O O O O O O O O O O O O O,32
9057,5464,"We have identified a male patient with BFLS - like features and a duplication , 46 , Y , dup ( X ) ( q26q28 ) , inherited from his phenotypically normal mother .",O O O O O O O B O O O O O O O O O O O O O O O O O O O O O O O O O O,13
5864,3459,A new glucose - 6 - phosphate dehydrogenase ( G6PD ) variant with severe erythrocytic G6PD deficiency and a unique pH optimum is described in a young patient with chronic nonspherocytic hemolytic anemia ( CNSHA ) and familial amyloidotic polyneuropathy ( FAP ) .,O O O O O O O O O O O O O O B I I O O O O O O O O O O O O B I I I O B O O B I I O B O O,32
1412,10943,The detailed case histories of an exceptional case from this series will be presented a 95 - year - old man with 39 repeats who did not have classical features of HD .,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B O,13
7415,3370,"Southern blot analysis with 10 different cDNA probes revealed a normal gene without major insertions , deletions , or rearrangements .",O O O O O O O O O O O O O O O O O O O O O,32
