Unnamed: 0.1,Unnamed: 0,text,labels,txt_len
6954,7,Human APC2 maps to chromosome 19p13 .,O O O O O O O,32
3575,10985,Abnormal myotonic dystrophy protein kinase levels produce only mild myopathy in mice .,O B I O O O O O O B O O O,13
4597,3326,8 at a recombination frequency ( theta ) of 0 .,O O O O O O O O O O O,32
3027,11825,"Three went from a decreased risk to an increased risk , while in another three the risk was decreased .",O O O O O O O O O O O O O O O O O O O O,39
2242,12212,Pendred syndrome is an autosomal recessive disorder characterized by early childhood deafness and goiter .,B I O O B I I O O O O B O B O,39
3470,11357,"Identification of WASP mutations , mutation hotspots and genotype - phenotype disparities in 24 patients with the Wiskott - Aldrich syndrome .",O O O O O O O O O O O O O O O O O B I I I O,13
2671,2402,Molecular characterization of glucose - 6 - phosphate dehydrogenase ( G6PD ) deficiency by natural and amplification created restriction sites : five mutations account for most G6PD deficiency cases in Taiwan .,O O O B I I I I I I I I I O O O O O O O O O O O O O B I O O O O,32
4146,8360,These data not only allow use of flanking markers for presymptomatic diagnosis of FAP but also provide a high - density map of the region for isolation of the APC gene itself and for further assessment of the role of chromosome 5 deletions in the biology of sporadic colorectal cancer .,O O O O O O O O O O O O O B O O O O O O O O O O O O O O O B O O O O O O O O O O O O O O O O O O B I O,13
376,4375,"To this end , we performed a linkage study with 59 consecutively collected Dutch breast cancer families , including 16 with at least one case of ovarian cancer .",O O O O O O O O O O O O O O B I O O O O O O O O O O B I O,32
9377,4221,Subcellular localization of huntingtin is consistent with a cytosolic protein primarily found in somatodendritic regions .,O O O O O O O O O O O O O O O O,32
9322,7439,Germline mutations of the adenomatous polyposis coli ( APC ) tumor - suppressor gene result in the hereditary colorectal cancer syndrome familial adenomatous polyposis ( FAP ) .,O O O O B I I I I I I O O O O O O B I I I B I I O B O O,13
10098,7447,"Although this rearrangement did not affect any coding sequence of APC at the genomic DNA level , it caused inappropriate splicing of exon 14 .",O O O O O O O O O O O O O O O O O O O O O O O O O,13
270,5719,"Reexamination of all 29 mutations and polymorphisms thus far described in HGO shows that these nucleotide changes are not randomly distributed ; the CCC sequence motif and its inverted complement , GGG , are preferentially mutated .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,13
4298,10474,"The zone of linkage disequilibrium is flanked by the i97 locus , positioned 30 kb proximal to i82 , and the HLA - F gene , found 250 kb distal to HLA - A , markers of which display no significant association with HFE .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,13
3543,6371,"The severity of the disease in patients and controls was determined using a modified score , developed previously .",O O O O O O O O O O O O O O O O O O O,13
4700,6839,"In particular , R778L is known to be more prevalent in Asian countries than in other countries of the world .",O O O O O O O O O O O O O O O O O O O O O,13
6401,4903,"Direct sequencing of the polymerase chain reaction - derived DNAs of 6 of 24 specimens revealed a codon 877 mutation ( ACT - - > GCT , Thr - - > Ala ) in the hormone - binding domain of the AR gene .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,32
1822,8346,62 - APC - EF5 62 - APC - EF5 .,O O O O O O O O O O O,13
