Unnamed: 0.1,Unnamed: 0,text,labels,txt_len
4112,3515,Both of these cloned segments were described as tightly linked to the locus and were capable of detecting deletions in the DNA of boys affected with DMD .,O O O O O O O O O O O O O O O O O O O O O O O O O O B O,32
363,289,Both patients had a family history of breast or ovarian cancer .,O O O O O O O B I I I O,32
2286,4788,"Myotonic dystrophy ( DM ) is a progressive neuromuscular disorder which results from elongations of an unstable ( CTG ) n repeat , located in the 3 untranslated region of the DM gene .",B I O B O O O O B I O O O O O O O O O O O O O O O O O O O O O B O O,32
4217,946,"The expression of CYP27 has been mostly explored using cultured fibroblasts , prompting the examination of the transcripts from blood leucocytes as a simple and rapid technique .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O,32
5744,11265,Initial evaluation of the ATM knockout animals indicates that inactivation of the mouse ATM gene recreates much of the phenotype of ataxia - telangiectasia .,O O O O O O O O O O O O O O O O O O O O O B I I O,13
2994,40,Complete absence of C7 was also found in one sibling who had the clinical syndrome of meningococcal meningitis and arthritis as a child and in this siblings clinically well eight - year - old son .,B I I I O O O O O O O O O O O O B I O B O O O O O O O O O O O O O O O O,32
1577,4636,Two genes that lie within a narrow region defined by meiotic breakpoints in BRCA1 patients have been sequenced in breast cancer patients without revealing any deleterious mutations .,O O O O O O O O O O O O O O O O O O O B I O O O O O O O,32
2003,10498,We propose that NDP is a molecule related in function to these genes and may be involved in a pathway that regulates neural cell differentiation and proliferation . .,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,13
4565,4842,In the other allele a single T insertion in codon - 25 was found .,O O O O O O O O O O O O O O O,32
10053,3942,Adrenoleukodystrophy ( ALD ) is a genetically determined disorder associated with progressive central demyelination and adrenal cortical insufficiency .,B O B O O O O O O O O B I I O B I I O,32
7167,1178,The aim of this study is to refine the localization of the VWS gene and to further assess possible heterogeneity .,O O O O O O O O O O O O B O O O O O O O O,32
3844,8021,"Pelizaeus - Merzbacher disease : detection of mutations Thr181 - - - - Pro and Leu223 - - - - Pro in the proteolipid protein gene , and prenatal diagnosis .",B I I I O O O O O O O O O O O O O O O O O O O O O O O O O O O,13
2634,6582,We performed two - point and multipoint limit of detection ( LOD ) score analyses using a high penetrance autosomal dominant model .,O O O O O O O O O O O O O O O O O O O O O O O,13
1262,12184,Deletion of this IC abolishes local paternally derived gene expression and results in Prader - Willi syndrome ( PWS ) .,O O O O O O O O O O O O O B I I I O B O O,39
5315,9541,"Analysis of 80 interspecific backcross offspring was used to position Atp7b close to D8Mit3 and another ATPase locus , Atp4b , on mouse chromosome 8 .",O O O O O O O O O O O O O O O O O O O O O O O O O O,13
2518,12492,These observations suggest a role for FH and / or FH receptors in the pathogenesis of idiopathic HUS . .,O O O O O O O O O O O O O O O O O B O O,39
6910,12243,"The observed phenotype matched the predicted phenotype in 79 % of the cases , and in only 5 of 184 patients was the observed phenotype more than one category away from that expected .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,39
9667,1238,"16 for marker D2S2110 were observed , further supporting linkage to chromosome 2p13 .",O O O O O O O O O O O O O O,32
9491,6735,We also report a mutation of the same exon 6 CTSC codon ( 2126C - - > T ) in a Turkish family with classical PLS .,O O O O O O O O O O O O O O O O O O O O O O O O O B O,13
8051,3621,A search for colonic polyps should be made in families of infants and children with hepatoblastoma .,O O O B I O O O O O O O O O O B O,32
6075,5803,"Biopsy specimens of 16 oral lesions , 12 of them associated with the teeth , plus two facial lesions were studied histologically .",O O O O O O O O O O O O O O O O O B I O O O O,13
5953,4540,"In this report , the isolation and sequencing of full - length cDNA clones encoding human ketohexokinase are described .",O O O O O O O O O O O O O O O O O O O O,32
7643,1479,"These results suggest that emerin anchors at the inner nuclear membrane through the hydrophobic stretch , and protrudes from the hydrophilic region to the nucleoplasm where it interacts with the nuclear lamina .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,32
6001,8291,Hypoxanthine - guanine phosphoribosyltransferase deficiency : analysis of HPRT mutations by direct sequencing and allele - specific amplification .,B I I I I O O O O O O O O O O O O O O,13
3566,1112,Notable among this group were the growth factor gene Igf2 and its binding protein Igfbp5 .,O O O O O O O O O O O O O O O O,32
1421,11698,"The von Hippel - Lindau tumor suppressor gene ( VHL ) has a critical role in the pathogenesis of clear - cell renal cell carcinoma ( RCC ) , as VHL mutations have been found in both von Hippel - Lindau disease - associated and sporadic RCCs .",O B I I I I O O O O O O O O O O O O O B I I I I I O B O O O O O O O O O O B I I I I I I I I I O,13
6437,8303,"Thus , this is a rare example of homozygous hypobetalipoproteinemia .",O O O O O O O O B I O,13
3181,9521,"In the G6PD - deficient group , the incidence of cortical and total cataracts was also increased .",O O B I I O O O O O B I I I O O O O,13
2211,11143,"Chromosomal locations of the Atm ( ataxia - telangiectasia ( AT ) - mutated ) and Acat1 ( mitochondrial acetoacetyl - CoA thiolase ) genes in mouse , rat , and Syrian hamster were determined by direct R - banding FISH .",O O O O O O B I I O B O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,13
3377,719,The difference in frequency of these two alleles is not significant ( P = 0 . 8423 ) .,O O O O O O O O O O O O O O O O O O O,32
3213,9852,Antibodies to PTS1R inhibit peroxisomal protein - import of PTS1 - containing proteins in a permeabilized CHO cell system .,O O O O O O O O O O O O O O O O O O O O,13
3496,9090,Treatment of Duchenne muscular dystrophy with growth hormone inhibitors .,O O B I I O O O O O,13
4286,11250,"BRCA2 analysis on 3 , 085 individuals from the same population showed a carrier frequency of 1 .",O O O O O O O O O O O O O O O O O O,13
1784,1754,"CONCLUSIONS Although BRCA - associated hereditary ovarian cancers in this population have surgical and pathological characteristics similar to those of sporadic cancers , advanced - stage hereditary cancer patients survive longer than nonhereditary cancer patients .",O O B I I I I I O O O O O O O O O O O O B I O B I I I I O O O O B I O O,32
5468,9945,"In a well - characterized family , in which three of eight siblings have fructosuria , all affected individuals are compound heterozygotes for two mutations Gly40Arg and Ala43Thr .",O O O O O O O O O O O O O O B O O O O O O O O O O O O O O,13
3497,3847,"The probands twin as well as another sister also had extremely low levels of hemolytic C5 ( approximately 0 . 5 per cent normal ) , but both these subjects have been healthy .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,32
6940,1326,Parental consanguinity is a characteristic of many cases of both conditions .,O O O O O O O O O O O O,32
3113,3972,Clinical and radiographical examinations were performed and HLA typing was conducted .,O O O O O O O O O O O O,32
2214,9530,"In one , a homozygous mutation in the consensus dinucleotide of the donor splice site ( g + 1 - - > a ) was associated with universal skipping of the prior exon ( exon 11 ) .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,13
8248,1883,We propose a model for pendrin function in the thyroid in which pendrin transports iodide across the apical membrane of the thyrocyte into the colloid space . .,O O O O O O O O O O O O O O O O O O O O O O O O O O O O,32
8523,4951,"DESIGN Case reports with clinical features , fluorescein angiography , kinetic perimetry , electrophysiological studies , and molecular genetics .",O O O O O O O O O O O O O O O O O O O O,32
6178,8968,"Glucose - 6 - phosphate dehydrogenase variants and their frequency in Guangdong , China .",O O O O O O O O O O O O O O O,13
6671,1055,"However , we report that combining these drugs with 5 - azadC results in a 2 - to 5 - fold increase in FMR1 mRNA levels obtained with 5 - azadC alone , thus showing a marked synergistic effect of histone hyperacetylation and DNA demethylation in the reactivation of FMR1 full mutations . .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,32
1512,9422,Glucose - 6 - phosphate dehydrogenase deficiency in Papua New Guinea .,B I I I I I I O O O O O,13
10036,6145,Both penetrance and expression ( breast cancer vs . ovarian cancer ) were different from those in reports of the Ashkenazi founder mutations .,O O O O O B I O O B I O O O O O O O O O O O O O,13
6055,5768,"In comparison with the usual EDMD phenotype , patients with P183 missense mutations have a later age at onset of first symptoms , elbow contractures , ankle contractures , upper limb weakness and lower limb weakness , but there is no difference for the age at onset of cardiac involvement .",O O O O O B O O O O O O O O O O O O O O O O O B I O B I O B I I O B I I O O O O O O O O O O O O B I O,13
4883,1620,These results suggest that the milder phenotype in humans is due to residual frataxin expression associated with the expansion mutations .,O O O O O O O O O O O O O O O O O O O O O,32
5715,1916,Mutations in the fibrinogen aalpha gene account for the majority of cases of congenital afibrinogenemia .,O O O O O O O O O O O O O B I O,32
5226,3790,Type I von Willebrand disease ( vWD ) is characterized by equally low plasma concentrations of von Willebrand factor antigen ( vWF Ag ) and ristocetin cofactor ( RiCof ) and by the presence of all vWF multimers in sodium dodecyl sulfate ( SDS ) - agarose gel electrophoresis .,B I I I I O B O O O O O O O O O B I O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,32
757,6473,Spectrum of hSNF5 / INI1 somatic mutations in human cancer and genotype - phenotype correlations .,O O O O O O O O O B O O O O O O,13
2944,745,Whether the reported differences reflect true differences and / or methodological problems is discussed .,O O O O O O O O O O O O O O O,32
27,10416,Combining this information with previously published mapping information suggests that BRCA1 is contained in a region estimated at 1 - 1 .,O O O O O O O O O O O O O O O O O O O O O O,13
6850,1747,The remaining 101 cases from the same series not associated with a BRCA mutation and 2 additional groups ( Gynecologic Oncology Group protocols 52 and 111 ) with ovarian cancer from clinical trials ( for the survival analysis ) were included for comparison .,O O O O O O O O O O O O O O O O O O O O O O O O O O O O B I O O O O O O O O O O O O O O,32
3900,4037,"( 2 ) Although G6PD Mediterranean is very frequent , it presents a relatively high degree of polymorphism .",O O O O O O O O O O O O O O O O O O O,32
1068,5571,"HFE does not remain at the cell surface , but traffics with TfR to Tf - positive internal compartments ( Gross et al . , 1998 ) .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O,13
8436,7335,"Necdin , a protein implicated in the terminal differentiation of neurons , is the only PWS candidate gene to reduce viability when disrupted in a mouse model .",O O O O O O O O O O O O O O O B O O O O O O O O O O O O,13
2852,8083,Two RFLPs at the D11S323 locus give significant evidence for linkage .,O O O O O O O O O O O O,13
1933,9621,"In the human striatum , huntingtin is enriched in a patch - like distribution , potentially corresponding to the first areas affected in HD .",O O O O O O O O O O O O O O O O O O O O O O O B O,13
5692,11155,"In order to elucidate the cellular and molecular processes which are involved in Norrie disease ( ND ) , we have used gene targeting technology to generate ND mutant mice .",O O O O O O O O O O O O O B I O B O O O O O O O O O O B O O O,13
7513,11138,"Introducing chromosome 5 , encoding the MSH3 gene , into the mutant cell line increased the stability of some but not all microsatellites .",O O O O O O O O O O O O O O O O O O O O O O O O,13
7196,6868,The mature transcript is approximately 6 kb in length .,O O O O O O O O O O,13
5233,7430,"Thus , potentiation of netrin activity by inhibitors may result from stabilization of DCC on the axons , and proteolytic activity may regulate axon migration by controlling the number of functional extracellular axon guidance receptors . .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,13
983,8880,"Serum complement - mediated hemolytic , chemotactic , and opsonic activities were deficient .",O O O O O O O O O O O O O O,13
4867,2258,"We describe a patient with typical clinical features of the fragile X syndrome , but without cytogenetic expression of the fragile X or an amplified CCG trinucleotide repeat fragment .",O O O O O O O O O O B I I O O O O O O O B I O O O O O O O O,32
6466,3514,"Recently , two cloned segments of human X - chromosome DNA have been described which detect structural alterations within or near the genetic locus responsible for the disorder .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,32
