Unnamed: 0.1,Unnamed: 0,text,labels,txt_len
2434,7464,"Patients lacking this serum protein are essentially asymptomatic , apart from minimal ankle edema and ease of fatigue .",O O O O O O O O O O O O B I O B I I O,13
628,7268,We performed a linkage study of chromosome 22 in 200 families with AS affected sibling - pairs .,O O O O O O O O O O O O B O O O O O,13
8546,10031,A compound heterozygote had severe craniofacial and central nervous system defects and no eyes .,O O O O O B I I I I I O B I O,13
7176,2874,We have sequenced the portions of the introns flanking each of the 14 HEXA exons in order to specify oligonucleotide primers for the PCR - dependent amplification of each exon and splice - junction sequence .,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,32
5207,2950,62 .,O O,32
5670,4023,A total of 362 males from various regions of Papua New Guinea were screened for red cell glucose - 6 - phosphate dehydrogenase ( G6PD ) activity .,O O O O O O O O O O O O O O O O O O O O O O O O O O O O,32
10020,11756,Hereditary deficiency of the fifth component of complement in man .,B I I I I I I I O O O,39
4112,3515,Both of these cloned segments were described as tightly linked to the locus and were capable of detecting deletions in the DNA of boys affected with DMD .,O O O O O O O O O O O O O O O O O O O O O O O O O O B O,32
4987,11292,"Where it is combined with a C6 - deficient gene , the serum C7 levels can be surprisingly high , possibly because there is no C6 generating C56 to consume the C7 .",O O O O O O B I I O O O O O O O O O O O O O O O O O O O O O O O O,13
2471,4381,We have examined 26 Canadian families with hereditary breast or ovarian cancer for linkage to markers flanking the BRCA1 gene on chromosome 17q12 - q21 .,O O O O O O O B I I I I O O O O O O O O O O O O O O,32
2586,3855,"Deficiency of C5 is compatible with good health , but it can be associated with repeated disseminated gonococcal infection",B I I O O O O O O O O O O O O O O B I,32
3191,4831,"Thus , complete inactivation of the PAX6 gene is predicted in all cases .",O O O O O O O O O O O O O O,32
1312,11591,C9 is a single - chain serum protein that is encoded by a gene located on chromosome 5p .,O O O O O O O O O O O O O O O O O O O,13
4289,6415,Clinical and genetic study of Friedreich ataxia in an Australian population .,O O O O O B I O O O O O,13
8039,686,Prader - Willi syndrome ( PWS ) and Angelman syndrome ( AS ) result from the loss of function of imprinted genes in human chromosome 15q11 - q13 .,B I I I O B O O B I O B O O O O O O O O O O O O O O O O O,32
3670,3848,Hemolytic complement and bacteriolytic activity could be restored by the addition of purified C5 .,O O O O O O O O O O O O O O O,32
4527,6268,"These results confirmed the diagnosis of X - linked Emery - Dreifuss muscular dystrophy ( EDMD ) , and reinforce the necessity of molecular genetic diagnosis of the membrane protein emerin in younger patients with possible EDMD before appearance of the typical symptoms , to avoid sudden cardiac death . .",O O O O O O B I I I I I I I O B O O O O O O O O O O O O O O O O O O O O B O O O O O O O O O B I I O O,13
30,324,"Clinically , affected hemizygous males have angiokeratoma , severe acroparesthesia , renal failure , and vasculopathy of the heart and brain .",O O O O O O B O B I O B I O O B I I I I I O,32
6720,1560,"Chromosomal translocations in human lipomas frequently create fusion transcripts encoding high mobility group ( HMG ) I - C DNA - binding domains and C - terminal sequences from different presumed transcription factors , suggesting a potential role for HMG I - C in the development of lipomas .",O O O O B O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B O,32
2331,582,"However , there are differences in the abundance of GALT protein in lymphoblastoid cells lines from D2 and D1 individuals .",O O O O O O O O O O O O O O O O O O O O O,32
1139,8430,"It showed , furthermore , that phenotypic differences between ALD and AMN are not necessarily the consequence of allelic heterogeneity due to different mutations within the same gene .",O O O O O O O O O B O B O O O O O O O O O O O O O O O O O,13
4540,293,"In summary , our data suggest a role for some uncharacterized variants and rare forms of polymorphisms in determining ovarian cancer risk , and highlight the necessity to screen for missense alterations as well as truncating mutations in this population .",O O O O O O O O O O O O O O O O O O O B I O O O O O O O O O O O O O O O O O O O O,32
3692,1232,Pair - wise analyses resulted in maximum lod ( logarithm of the odds ratio ) scores of 3 .,O O O O O O O O O O O O O O O O O O O,32
3799,12139,More than 35 different TWIST mutations are now known in the literature .,O O O O O O O O O O O O O,39
8411,7608,"Both mutations were tested in a eukaryotic expression system in which enzyme activities of different mutant PAH enzymes reflect the relative severities of the mutations , although these in vitro activities cannot be translated directly into in vivo hepatic activities .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,13
8062,11762,"Other complement components were normal during remission of lupus , but C1 , C4 , C2 , and C3 levels fell during exacerbations .",O O O O O O O O O O O O O O O O O O O O O O O O,39
2488,8710,Mutations in the RB1 gene and their effects on transcription .,O O O O O O O O O O O,13
5362,3946,We have identified 303 patients with ALD in 217 kindreds .,O O O O O O B O O O O,32
6811,8197,Rearrangement of the BCL1 ( B - cell lymphoma 1 ) region on chromosome 11q13 appears to be highly characteristic of centrocytic lymphoma and also is found infrequently in other B - cell neoplasms .,O O O O O O O O O O O O O O O O O O O O O B I O O O O O O O B I I I O,13
9928,6119,6 % of the sperm .,O O O O O O,13
9787,1679,"In this case , PWS does not become evident as long as the deletion is passed through the matrilineal line .",O O O O B O O O O O O O O O O O O O O O O,32
4049,3466,Therefore the present variant has been designated G6PD Clinic to distinguish it from other G6PD variants previously described,O O O O O O O O O O O O O O O O O O,32
4423,1385,"The patient was homozygous for this mutation , whereas the consanguineous parents and the siblings were heterozygous .",O O O O O O O O O O O O O O O O O O,32
8263,4955,One daughter developed pattern macular dystrophy at age 31 years .,O O O B I I O O O O O,32
2500,6174,The effects of the mutations at the mRNA and protein level were ascertained by RT - PCR and Western blot analyses .,O O O O O O O O O O O O O O O O O O O O O O,13
1,10444,"Because LpA - I has been proposed to be more protective than LpA - I A - II against atherosclerosis , this selective effect on the metabolism of LpA - I A - II may provide a potential explanation why patients with classic LCAT deficiency and Fish - eye disease are not at increased risk for premature atherosclerosis despite markedly decreased levels of HDL cholesterol and apoA - I",O O O O O O O O O O O O O O O O O O O B O O O O O O O O O O O O O O O O O O O O O O B I I O B I I I O O O O O O O B O O O O O O O O O O O,13
6466,3514,"Recently , two cloned segments of human X - chromosome DNA have been described which detect structural alterations within or near the genetic locus responsible for the disorder .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,32
5655,11808,An affected girl who presented at 9 months of age and her similarly affected younger brother and father were all found to have a novel missense mutation ( G1758 - - > T ) encoding the amino acid substitution Gly23 - - > Val within NPII .,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,39
8883,5337,"Mutations in BRCA1 account for at least 80 % of families with both breast and ovarian cancer , as well as some non - familial sporadic ovarian cancers .",O O O O O O O O O O O O O B I I I O O O O O O O O O B I O,32
2235,3834,"Using similar methods , we now find that C5 deficiency in each of five different mouse strains ( AKR , SWR , DBA / 2J8 A / HeJ and B10 . D2 / old line ) is due to a failure in secretion of C5 protein and not to a failure in biosynthesis of pro - C5",O O O O O O O O B I O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,32
3557,4196,Our limited data set on galactosemia mutations in Japanese suggests that the N314D GALT mutation encoding the Duarte variant arose before Asian and Caucasian people diverged and that classic galactosemia mutations arose and / or accumulated after the divergence of Asian and Caucasian populations . .,O O O O O B O O O O O O O O O O O O O O O O O O O O O O B I O O O O O O O O O O O O O O O O,32
7927,3061,Physical assignment of FRDA will allow us to identify hybrid cell lines containing the mutated gene .,O O O O O O O O O O O O O O O O O,32
9368,9883,"A pair of female monozygotic ( MZ ) twins , heterozygous carriers for a deletion in the DMD gene and discordant for the clinical manifestations of Duchenne muscular dystrophy , were analyzed by molecular studies , in situ hybridization , and methylation pattern of X chromosomes to search for opposite X inactivation as an explanation of their clinical discordance .",O O O O O O O O O O O O O O O O O B O O O O O O O O B I I O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,13
393,269,"On the basis of this homology and the presence of a slightly modified sulfate - transporter signature sequence comprising its putative second transmembrane domain , pendrin has been proposed to function as a sulfate transporter .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,32
10012,9643,"Besides the classic WAS phenotype , there is a group of patients with congenital X - linked thrombocytopenia ( XLT ) who have small platelets but only transient eczema , if any , and minimal immune deficiency .",O O O B O O O O O O O O O B I I I I O B O O O O O O O O B O O O O O O B I O,13
9706,10188,"Myotonic dystrophy : size - and sex - dependent dynamics of CTG meiotic instability , and somatic mosaicism .",B I O O O O O O O O O O O O O O O O O,13
614,4657,"Here , using an interspecific backcross , we have mapped both Hdh and the mouse homologue of human alpha - adducin ( Add1 ) , a membrane - associated cytoskeletal protein gene .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,32
2993,6127,The gene encodes a transcriptional regulator that recognizes target genes through its paired - type DNA - binding domain .,O O O O O O O O O O O O O O O O O O O O,13
7160,6783,This report describes a child with clinical features of ALPS without detectable Fas expression on freshly isolated blood leukocytes .,O O O O O O O O O B O O O O O O O O O O,13
875,4033,The remaining variants were different from the numerous variants already reported and have been considered as new mutants .,O O O O O O O O O O O O O O O O O O O,32
8309,935,Frataxin function is still unknown but the knockout of the yeast frataxin homologue gene ( YFH1 ) showed a severe defect of mitochondrial respiration and loss of mtDNA associated with elevated intramitochondrial iron .,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,32
164,4554,Two complex alleles have never been demonstrated to coexist in any individual .,O O O O O O O O O O O O O,32
6129,10074,"CETP deficiency , reflecting two prevalent mutations ( D442G and Int14 A ) , is the first example of a genetic deficiency state which is sufficiently common to explain a significant fraction of the variation in HDL - C in the general population . .",B I O O O O O O O O O O O O O O O O O O B I O O O O O O O O O O O O O O O O O O O O O O O,13
2621,4901,Frequent detection of codon 877 mutation in the androgen receptor gene in advanced prostate cancers .,O O O O O O O O O O O O B I I O,32
2522,4216,"We used polyclonal and monoclonal anti - fusion protein antibodies to identify native huntingtin in rat , monkey , and human .",O O O O O O O O O O O O O O O O O O O O O O,32
2639,1703,We have made identical findings in chimaeric mice generated from two independent embryonic stem ( ES ) cell lines harbouring a similar deletion .,O O O O O O O O O O O O O O O O O O O O O O O O,32
6247,11226,Classical phenylketonuria ( PKU ) is an autosomal recessive disorder caused by a deficiency of hepatic phenylalanine hydroxylase ( PAH ) .,O B O B O O O B I I O O O B I I I I O O O O,13
511,12426,"Transfection of constructed minigenes , with or without the mutation , into COS - 1 cells confirmed that the mutant minigene was responsible for a mRNA species alternatively spliced at an activated cryptic 5 splice site 88 bp upstream from the 3 end of exon 6 .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,39
8274,6780,( Blood . 2000 ; 95 1935 - 1941 ) .,O O O O O O O O O O O,13
6263,5546,"M . , Jones , N .",O O O O O O O,13
2855,11929,"This is corrected by the reintroduction of wild - type VHL , implicating VHL as the first tumor suppressor involved in the regulation of cell cycle exit , which is consistent with its gatekeeper function in the kidney . .",O O O O O O O O O O B O O B O O O B O O O O O O O O O O O O O O O O O O O O O O,39
8281,6607,"The CTSC message is expressed at high levels in a variety of immune cells including polymorphonuclear leucocytes , macrophages , and their precursors .",O O O O O O O O O O O O O O O O O O O O O O O O,13
5005,4468,We have isolated three human YAC clones which encompass the PAX6 locus and we have used these to show that in both cases the chromosomal breakpoint is at least 85 kb distal of the 3 end of PAX6 .,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,32
5981,5046,There was no clinical and laboratory evidence of any significant immunological abnormalities .,O O O O O O O O O O B I O,32
3877,829,Mxi1 mutations in human neurofibrosarcomas .,O O O O B O,32
748,11369,"We identified a frameshift mutation in the 3 part of exon 15 , resulting in a stop codon at 1862 , in a large Dutch kindred with AAPC .",O O O O O O O O O O O O O O O O O O O O O O O O O O O B O,13
6387,9044,We have cloned and sequenced seven mutant G6PD alleles .,O O O O O O O O O O,13
