Unnamed: 0.1,Unnamed: 0,text,labels,txt_len
2007,11068,Expression of the von Hippel - Lindau disease tumour suppressor gene during human embryogenesis .,O O O B I I I I I O O O O O O,13
1635,9628,We show here that the disease gene segregating in each of three French ADCA type I kindreds and in a French family with neuropathological findings suggesting the ataxochoreic form of dentatorubropallidoluysian atrophy carries an expanded CAG repeat sequence located at the same locus as that for MJD .,O O O O O O O O O O O O O B I I O O O O O O O O O O O O O O B I O O O O O O O O O O O O O O B O,13
9858,6059,"Upon irradiation , BRCA1 was detected in discrete foci in the nucleus , which colocalize with hRad50 .",O O O O O O O O O O O O O O O O O O,13
4203,3193,The increased specificity and predictive value of the DNA - based test make it a useful adjunct to the diagnostic tests currently used to screen for carriers of Tay - Sachs disease .,O O O O O O O O O O O O O O O O O O O O O O O O O O O O B I I I O,32
4564,2244,Germline intronic and exonic mutations in the Wilms ' tumour gene ( WT1 ) affecting urogenital development .,O O O O O O O B I I O O O O O O O O,32
8738,7726,It is predicted to cause a very premature translational termination accounting for the severe phenotype observed .,O O O O O O O O O O O O O O O O O,13
576,12010,"PTEN mutations were identified in 30 of 37 ( 81 % ) CD families , including missense and nonsense point mutations , deletions , insertions , a deletion / insertion and splice site mutations .",O O O O O O O O O O O O B O O O O O O O O O O O O O O O O O O O O O O,39
3503,4106,This observation suggests that selection against cells expressing the Wiskott - Aldrich defect takes place in the hemopoietic system of the heterozygous female and offers a possible means of carrier detection in some women .,O O O O O O O O O B I I I O O O O O O O O O O O O O O O O O O O O O O,32
553,8039,"Three children are reported with typical cat eye syndrome ( CES ) and three more children with partial CES because of absence of coloboma , in which the supernumerary marker chromosome was studied by FISH .",O O O O O O B I I O B O O O O O O O B O O O O O O O O O O O O O O O O O,13
3067,4282,( ABSTRACT TRUNCATED AT 250 WORDS ),O O O O O O O,32
702,4036,The most important findings can be summarized as follows ( 1 ) The Spanish population is characterized by an important heterogeneity in G6PD deficiency .,O O O O O O O O O O O O O O O O O O O O O O B I O,32
9146,11173,"However , in a small subset of hemizygous males who suffer from chronic nonspherocytic hemolytic anemia , the underlying mutations ( designated class I ) cause more - severe G6PD deficiency , and this might provide an opportunity for selection in heterozygous females during development .",O O O O O O O O O O O O B I I I O O O O O O O O O O O O O B I O O O O O O O O O O O O O O O,13
6076,4784,"Human ASPA coding sequences cross - hybridize with genomic DNA from yeast , chicken , rabbit , cow , dog , mouse , rat , and monkey .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O,32
5643,4933,Our results indicate that the severe form of prolidase deficiency is caused by multiple PEPD alleles .,O O O O O O O O B I O O O O O O O,32
7833,2643,"Carriers of G6PD deficiency are residents of 11 villages located in Alasani - Aphtalan valley , highly endemic with malaria in the past ; nearly all marriages are endogamic .",O O B I O O O O O O O O O O O O O O O B O O O O O O O O O O,32
4798,8091,Locus D11S325 gives a lod score of Z = 1 .,O O O O O O O O O O O,13
5320,2823,"Restriction fragment length polymorphism ( RFLP ) analysis with probe M27 beta , closely linked to the WAS gene , demonstrated that she is a carrier of WAS .",O O O O O O O O O O O O O O O O O B O O O O O O O O O B O,32
3483,7378,"However , these patients develop colorectal tumors more frequently than does the general population because APC ( AS9 ) is inactivated by mutations that do not inactivate the wild - type APC . .",O O O O O B I O O O O O O O O O O O O O O O O O O O O O O O O O O O,13
7405,1510,The clinical classification is increasingly being replaced by a genetic one .,O O O O O O O O O O O O,32
8064,12573,"A464V , although clearly modifying ARSA and GS levels , apparently bears little significance for clinical manifestation of MLD , mimicking the frequent ARSA pseudodeficiency allele .",O O O O O O O O O O O O O O O O O O B O O O O O O O O,39
5868,2973,Hereditary deficiency of C5 in association with discoid lupus erythematosus .,O B I I O O O B I I O,32
8089,3191,The results of the enzyme tests in the 39 subjects ( 18 percent ) who were defined as carriers but in whom DNA analysis did not identify a mutant allele were probably false positive ( although there remains some possibility of unidentified mutations ) .,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,32
9410,618,"Chromosome breakage in the Prader - Willi and Angelman syndromes involves recombination between large , transcribed repeats at proximal and distal breakpoints .",O O O O B I I I I I O O O O O O O O O O O O O,32
7029,2798,"PRAD1 , previously designated D11S287E , was identified on 11q13 as a chromosomal breakpoint region rearranged with the parathyroid hormone gene in a subset of parathyroid adenomas ; this highly conserved putative oncogene , which encodes a novel cyclin , has been linked to BCL1 and implicated also in subsets of breast and squamous cell neoplasms with 11q13 amplification .",O O O O O O O O O O O O O O O O O O O O O O O O O B I O O O O O O O O O O O O O O O O O O O O O O O O B I I I I O O O O,32
5407,9454,"With a new method we measured the saturated very long chain fatty acids in the plasma of adrenoleukodystrophy ( ALD ) hemizygotes , ALD heterozygotes , and controls .",O O O O O O O O O O O O O O O O O B O B O O O B O O O O O,13
